0,-2.50E-31
0.25,-6.33E-05
0.5,-1.03E-04
0.75,-1.41E-04
1,-1.75E-04
1.25,-2.05E-04
1.5,-2.30E-04
1.75,-2.51E-04
2,-2.66E-04
2.25,-2.75E-04
2.5,-2.78E-04
2.75,-2.75E-04
3,-2.66E-04
3.25,-2.51E-04
3.5,-2.30E-04
3.75,-2.05E-04
4,-1.75E-04
4.25,-1.41E-04
4.5,-1.03E-04
4.75,-6.33E-05
5,-2.50E-31
