0,9.00E+06
0.25,7.30E+06
0.5,4.56E+06
0.75,4.83E+06
1,5.88E+06
1.25,6.63E+06
1.5,7.58E+06
1.75,8.09E+06
2,8.65E+06
2.25,8.82E+06
2.5,9.00E+06
2.75,8.82E+06
3,8.65E+06
3.25,8.09E+06
3.5,7.58E+06
3.75,6.63E+06
4,5.88E+06
4.25,4.83E+06
4.5,4.56E+06
4.75,7.30E+06
5,9.00E+06
