0,-2.25E-31
0.5,-7.66E-05
1,-1.45E-04
1.5,-1.99E-04
2,-2.33E-04
2.5,-2.44E-04
3,-2.33E-04
3.5,-1.99E-04
4,-1.45E-04
4.5,-7.66E-05
5,-2.25E-31
