0,1.69E+06
0.5,3.19E+06
1,5.81E+06
1.5,7.69E+06
2,8.81E+06
2.5,9.19E+06
3,8.81E+06
3.5,7.69E+06
4,5.81E+06
4.5,3.19E+06
5,1.69E+06
